cur.correlates,cur.frequencies,obs.exp,corpus.frequencies,corpus.counts
brickwork,1.5060240963855421e-5,74.38647138554217,2.02459408052827e-7,10
claught,7.5301204819277105e-6,74.38647138554217,1.012297040264135e-7,5
conjurers,7.5301204819277105e-6,74.38647138554217,1.012297040264135e-7,5
Courtiers,7.5301204819277105e-6,74.38647138554217,1.012297040264135e-7,5
Dawkes,7.5301204819277105e-6,74.38647138554217,1.012297040264135e-7,5
dawnings,1.5060240963855421e-5,74.38647138554217,2.02459408052827e-7,10
demoiselles,3.0120481927710842e-5,74.38647138554217,4.04918816105654e-7,20
denominations,5.2710843373493975e-5,74.38647138554217,7.086079281848945e-7,35
Descent,7.5301204819277105e-6,74.38647138554217,1.012297040264135e-7,5
donor,6.77710843373494e-5,74.38647138554217,9.110673362377215e-7,45
ductility,1.5060240963855421e-5,74.38647138554217,2.02459408052827e-7,10
é,7.5301204819277105e-6,74.38647138554217,1.012297040264135e-7,5
earliness,1.5060240963855421e-5,74.38647138554217,2.02459408052827e-7,10
ewers,7.5301204819277105e-6,74.38647138554217,1.012297040264135e-7,5
extermination,1.5060240963855421e-5,74.38647138554217,2.02459408052827e-7,10
gayety,6.0240963855421684e-5,74.38647138554217,8.09837632211308e-7,40
gillyflowers,7.5301204819277105e-6,74.38647138554217,1.012297040264135e-7,5
habitant,7.5301204819277105e-6,74.38647138554217,1.012297040264135e-7,5
handjars,7.5301204819277105e-6,74.38647138554217,1.012297040264135e-7,5
healthfulness,7.5301204819277105e-6,74.38647138554217,1.012297040264135e-7,5
highroads,7.5301204819277105e-6,74.38647138554217,1.012297040264135e-7,5
hooss,1.5060240963855421e-5,74.38647138554217,2.02459408052827e-7,10
horrours,1.5060240963855421e-5,74.38647138554217,2.02459408052827e-7,10
horsewomen,7.5301204819277105e-6,74.38647138554217,1.012297040264135e-7,5
impertinencies,7.5301204819277105e-6,74.38647138554217,1.012297040264135e-7,5
intrusions,1.5060240963855421e-5,74.38647138554217,2.02459408052827e-7,10
keystone,1.5060240963855421e-5,74.38647138554217,2.02459408052827e-7,10
limes,9.036144578313253e-5,74.38647138554217,1.214756448316962e-6,60
malachite,1.5060240963855421e-5,74.38647138554217,2.02459408052827e-7,10
mealie,7.5301204819277105e-6,74.38647138554217,1.012297040264135e-7,5
midges,2.2590361445783133e-5,74.38647138554217,3.036891120792405e-7,15
mignionette,7.5301204819277105e-6,74.38647138554217,1.012297040264135e-7,5
mimickry,2.2590361445783133e-5,74.38647138554217,3.036891120792405e-7,15
obelisk,2.2590361445783133e-5,74.38647138554217,3.036891120792405e-7,15
pansies,2.2590361445783133e-5,74.38647138554217,3.036891120792405e-7,15
paroquets,7.5301204819277105e-6,74.38647138554217,1.012297040264135e-7,5
perisheth,7.5301204819277105e-6,74.38647138554217,1.012297040264135e-7,5
pleasaunce,7.5301204819277105e-6,74.38647138554217,1.012297040264135e-7,5
Poultry,1.5060240963855421e-5,74.38647138554217,2.02459408052827e-7,10
rappings,7.5301204819277105e-6,74.38647138554217,1.012297040264135e-7,5
roadways,7.5301204819277105e-6,74.38647138554217,1.012297040264135e-7,5
shillelagh,7.5301204819277105e-6,74.38647138554217,1.012297040264135e-7,5
shipowner,7.5301204819277105e-6,74.38647138554217,1.012297040264135e-7,5
spotty,7.5301204819277105e-6,74.38647138554217,1.012297040264135e-7,5
sprinklings,7.5301204819277105e-6,74.38647138554217,1.012297040264135e-7,5
sundial,7.5301204819277105e-6,74.38647138554217,1.012297040264135e-7,5
suspences,7.5301204819277105e-6,74.38647138554217,1.012297040264135e-7,5
sweetbriar,1.5060240963855421e-5,74.38647138554217,2.02459408052827e-7,10
tallat,7.5301204819277105e-6,74.38647138554217,1.012297040264135e-7,5
totals,7.5301204819277105e-6,74.38647138554217,1.012297040264135e-7,5
trefoil,7.5301204819277105e-6,74.38647138554217,1.012297040264135e-7,5
trespassers,1.5060240963855421e-5,74.38647138554217,2.02459408052827e-7,10
truffle,1.5060240963855421e-5,74.38647138554217,2.02459408052827e-7,10
yelps,7.5301204819277105e-6,74.38647138554217,1.012297040264135e-7,5
YOUTH,7.5301204819277105e-6,74.38647138554217,1.012297040264135e-7,5
tinder,1.355421686746988e-4,71.98690779246016,1.8828724948912912e-6,93
prognostications,3.765060240963856e-5,71.52545325532901,5.263944609373502e-7,26
greenness,3.0120481927710842e-5,70.84425846242111,4.251647569109367e-7,21
buns,2.2590361445783133e-5,69.73731692394578,3.2393505288452323e-7,16
captivation,2.2590361445783133e-5,69.73731692394578,3.2393505288452323e-7,16
excrescence,2.2590361445783133e-5,69.73731692394578,3.2393505288452323e-7,16
licht,2.2590361445783133e-5,69.73731692394578,3.2393505288452323e-7,16
politest,4.5180722891566266e-5,69.73731692394578,6.478701057690465e-7,32
vanes,2.2590361445783133e-5,69.73731692394578,3.2393505288452323e-7,16
archives,1.5060240963855421e-5,67.62406489594743,2.227053488581097e-7,11
armis,1.5060240963855421e-5,67.62406489594743,2.227053488581097e-7,11
bewilders,1.5060240963855421e-5,67.62406489594743,2.227053488581097e-7,11
circulars,3.0120481927710842e-5,67.62406489594743,4.454106977162194e-7,22
condiment,1.5060240963855421e-5,67.62406489594743,2.227053488581097e-7,11
Instructions,1.5060240963855421e-5,67.62406489594743,2.227053488581097e-7,11
jailors,1.5060240963855421e-5,67.62406489594743,2.227053488581097e-7,11
Jet,1.5060240963855421e-5,67.62406489594743,2.227053488581097e-7,11
junket,1.5060240963855421e-5,67.62406489594743,2.227053488581097e-7,11
Mails,1.5060240963855421e-5,67.62406489594743,2.227053488581097e-7,11
Podsnappery,1.5060240963855421e-5,67.62406489594743,2.227053488581097e-7,11
precursors,1.5060240963855421e-5,67.62406489594743,2.227053488581097e-7,11
reprimands,1.5060240963855421e-5,67.62406489594743,2.227053488581097e-7,11
Ryelands,3.0120481927710842e-5,67.62406489594743,4.454106977162194e-7,22
tile,4.5180722891566266e-5,67.62406489594743,6.681160465743291e-7,33
Tisher,1.5060240963855421e-5,67.62406489594743,2.227053488581097e-7,11
humor,5.2710843373493975e-5,66.75708970497374,7.895916914060253e-7,39
larches,2.2590361445783133e-5,65.6351218107725,3.441809936898059e-7,17
rosettes,2.2590361445783133e-5,65.6351218107725,3.441809936898059e-7,17
solitariness,2.2590361445783133e-5,65.6351218107725,3.441809936898059e-7,17
suppleness,2.2590361445783133e-5,65.6351218107725,3.441809936898059e-7,17
tollman,2.2590361445783133e-5,65.6351218107725,3.441809936898059e-7,17
VISIT,2.2590361445783133e-5,65.6351218107725,3.441809936898059e-7,17
jackass,6.0240963855421684e-5,64.68388816134102,9.313132770430043e-7,46
dells,3.765060240963856e-5,64.12626843581222,5.871322833531983e-7,29
meteors,3.765060240963856e-5,64.12626843581222,5.871322833531983e-7,29
Barnacles,6.77710843373494e-5,63.15832476130939,1.0730348626799832e-6,53
Percys,6.77710843373494e-5,63.15832476130939,1.0730348626799832e-6,53
mounds,1.2048192771084337e-4,62.6412390615092,1.9233643765018565e-6,95
anarchists,7.5301204819277105e-6,61.988726154618476,1.214756448316962e-7,6
appurtenance,7.5301204819277105e-6,61.988726154618476,1.214756448316962e-7,6
auriculas,7.5301204819277105e-6,61.988726154618476,1.214756448316962e-7,6
brethern,7.5301204819277105e-6,61.988726154618476,1.214756448316962e-7,6
Cam,1.5060240963855421e-5,61.988726154618476,2.429512896633924e-7,12
census,7.5301204819277105e-6,61.988726154618476,1.214756448316962e-7,6
chiaroscuro,7.5301204819277105e-6,61.988726154618476,1.214756448316962e-7,6
cloudiness,7.5301204819277105e-6,61.988726154618476,1.214756448316962e-7,6
colonnades,2.2590361445783133e-5,61.988726154618476,3.644269344950886e-7,18
crackle,3.0120481927710842e-5,61.988726154618476,4.859025793267848e-7,24
elicits,7.5301204819277105e-6,61.988726154618476,1.214756448316962e-7,6
explorer,1.5060240963855421e-5,61.988726154618476,2.429512896633924e-7,12
fanciers,7.5301204819277105e-6,61.988726154618476,1.214756448316962e-7,6
faubourg,7.5301204819277105e-6,61.988726154618476,1.214756448316962e-7,6
footways,7.5301204819277105e-6,61.988726154618476,1.214756448316962e-7,6
galleon,7.5301204819277105e-6,61.988726154618476,1.214756448316962e-7,6
grayish,7.5301204819277105e-6,61.988726154618476,1.214756448316962e-7,6
halldoor,7.5301204819277105e-6,61.988726154618476,1.214756448316962e-7,6
honeysuckles,2.2590361445783133e-5,61.988726154618476,3.644269344950886e-7,18
hypochondriacism,7.5301204819277105e-6,61.988726154618476,1.214756448316962e-7,6
idiotism,2.2590361445783133e-5,61.988726154618476,3.644269344950886e-7,18
inclemencies,7.5301204819277105e-6,61.988726154618476,1.214756448316962e-7,6
kidnappers,7.5301204819277105e-6,61.988726154618476,1.214756448316962e-7,6
marquee,2.2590361445783133e-5,61.988726154618476,3.644269344950886e-7,18
meagreness,1.5060240963855421e-5,61.988726154618476,2.429512896633924e-7,12
menu,1.5060240963855421e-5,61.988726154618476,2.429512896633924e-7,12
moats,2.2590361445783133e-5,61.988726154618476,3.644269344950886e-7,18
Mosque,7.5301204819277105e-6,61.988726154618476,1.214756448316962e-7,6
negociator,7.5301204819277105e-6,61.988726154618476,1.214756448316962e-7,6
obeah,7.5301204819277105e-6,61.988726154618476,1.214756448316962e-7,6
palazzo,1.5060240963855421e-5,61.988726154618476,2.429512896633924e-7,12
pannelling,7.5301204819277105e-6,61.988726154618476,1.214756448316962e-7,6
pleasance,7.5301204819277105e-6,61.988726154618476,1.214756448316962e-7,6
plebeians,2.2590361445783133e-5,61.988726154618476,3.644269344950886e-7,18
postchaises,7.5301204819277105e-6,61.988726154618476,1.214756448316962e-7,6
Precincts,7.5301204819277105e-6,61.988726154618476,1.214756448316962e-7,6
Prism,1.5060240963855421e-5,61.988726154618476,2.429512896633924e-7,12
radiates,7.5301204819277105e-6,61.988726154618476,1.214756448316962e-7,6
scuttles,7.5301204819277105e-6,61.988726154618476,1.214756448316962e-7,6
snowdrop,1.5060240963855421e-5,61.988726154618476,2.429512896633924e-7,12
Specimens,7.5301204819277105e-6,61.988726154618476,1.214756448316962e-7,6
suckles,7.5301204819277105e-6,61.988726154618476,1.214756448316962e-7,6
swathes,7.5301204819277105e-6,61.988726154618476,1.214756448316962e-7,6
Ventilate,7.5301204819277105e-6,61.988726154618476,1.214756448316962e-7,6
whittaws,7.5301204819277105e-6,61.988726154618476,1.214756448316962e-7,6
paling,1.0542168674698795e-4,61.25944702338767,1.7209049684490295e-6,85
mats,5.2710843373493975e-5,60.54712787195293,8.705754546271561e-7,43
abeyance,7.530120481927712e-5,59.98908982705014,1.2552483299275275e-6,62
flanking,3.765060240963856e-5,59.98908982705014,6.276241649637637e-7,31
Screw,3.765060240963856e-5,59.98908982705014,6.276241649637637e-7,31
ceilings,6.0240963855421684e-5,59.50917710843373,1.012297040264135e-6,50
felicitations,3.0120481927710842e-5,59.50917710843373,5.061485201320675e-7,25
superciliousness,3.0120481927710842e-5,59.50917710843373,5.061485201320675e-7,25
twitter,3.0120481927710842e-5,59.50917710843373,5.061485201320675e-7,25
lodges,8.283132530120482e-5,59.29356414789593,1.3969699155645063e-6,69
corroboration,6.77710843373494e-5,58.72616162016487,1.1540186259011139e-6,57
definiteness,2.2590361445783133e-5,58.72616162016487,3.846728753003713e-7,19
ottomans,2.2590361445783133e-5,58.72616162016487,3.846728753003713e-7,19
affaires,1.5060240963855421e-5,57.2203626042632,2.631972304686751e-7,13
churchyards,3.0120481927710842e-5,57.2203626042632,5.263944609373502e-7,26
contretemps,1.5060240963855421e-5,57.2203626042632,2.631972304686751e-7,13
equestrians,1.5060240963855421e-5,57.2203626042632,2.631972304686751e-7,13
headstones,1.5060240963855421e-5,57.2203626042632,2.631972304686751e-7,13
jeunes,1.5060240963855421e-5,57.2203626042632,2.631972304686751e-7,13
lubberly,1.5060240963855421e-5,57.2203626042632,2.631972304686751e-7,13
smears,1.5060240963855421e-5,57.2203626042632,2.631972304686751e-7,13
STRANGER,1.5060240963855421e-5,57.2203626042632,2.631972304686751e-7,13
tars,1.5060240963855421e-5,57.2203626042632,2.631972304686751e-7,13
loungers,5.2710843373493975e-5,56.59840214117339,9.313132770430043e-7,46
fellers,3.765060240963856e-5,56.35338741328953,6.681160465743291e-7,33
lawns,8.283132530120482e-5,56.044601728833136,1.4779536787856372e-6,73
kindles,2.2590361445783133e-5,55.789853539156624,4.04918816105654e-7,20
notables,2.2590361445783133e-5,55.789853539156624,4.04918816105654e-7,20
carré,3.0120481927710842e-5,55.10108991521641,5.46640401742633e-7,27
mantling,4.5180722891566266e-5,54.42912540405524,8.300835730165908e-7,41
Scales,5.2710843373493975e-5,54.24013538529117,9.718051586535696e-7,48
hesitations,2.2590361445783133e-5,53.13319384681584,4.251647569109367e-7,21
highland,2.2590361445783133e-5,53.13319384681584,4.251647569109367e-7,21
rookery,2.2590361445783133e-5,53.13319384681584,4.251647569109367e-7,21
adulteration,1.5060240963855421e-5,53.133193846815836,2.834431712739578e-7,14
allée,7.5301204819277105e-6,53.133193846815836,1.417215856369789e-7,7
backwoods,7.5301204819277105e-6,53.133193846815836,1.417215856369789e-7,7
Ballads,1.5060240963855421e-5,53.133193846815836,2.834431712739578e-7,14
blunderbusses,7.5301204819277105e-6,53.133193846815836,1.417215856369789e-7,7
cantons,7.5301204819277105e-6,53.133193846815836,1.417215856369789e-7,7
Cerwood,3.765060240963856e-5,53.133193846815836,7.086079281848945e-7,35
cobblers,1.5060240963855421e-5,53.133193846815836,2.834431712739578e-7,14
dandelion,7.5301204819277105e-6,53.133193846815836,1.417215856369789e-7,7
debilitating,7.5301204819277105e-6,53.133193846815836,1.417215856369789e-7,7
dreamlike,7.5301204819277105e-6,53.133193846815836,1.417215856369789e-7,7
easychair,7.5301204819277105e-6,53.133193846815836,1.417215856369789e-7,7
economise,1.5060240963855421e-5,53.133193846815836,2.834431712739578e-7,14
epergne,7.5301204819277105e-6,53.133193846815836,1.417215856369789e-7,7
equerry,1.5060240963855421e-5,53.133193846815836,2.834431712739578e-7,14
erects,7.5301204819277105e-6,53.133193846815836,1.417215856369789e-7,7
exultations,1.5060240963855421e-5,53.133193846815836,2.834431712739578e-7,14
fandango,7.5301204819277105e-6,53.133193846815836,1.417215856369789e-7,7
fanes,7.5301204819277105e-6,53.133193846815836,1.417215856369789e-7,7
galas,7.5301204819277105e-6,53.133193846815836,1.417215856369789e-7,7
guitars,7.5301204819277105e-6,53.133193846815836,1.417215856369789e-7,7
handloom,7.5301204819277105e-6,53.133193846815836,1.417215856369789e-7,7
handmaidens,1.5060240963855421e-5,53.133193846815836,2.834431712739578e-7,14
Honeythunder,3.765060240963856e-5,53.133193846815836,7.086079281848945e-7,35
jocosity,7.5301204819277105e-6,53.133193846815836,1.417215856369789e-7,7
oculis,7.5301204819277105e-6,53.133193846815836,1.417215856369789e-7,7
orderliness,7.5301204819277105e-6,53.133193846815836,1.417215856369789e-7,7
outskirt,7.5301204819277105e-6,53.133193846815836,1.417215856369789e-7,7
Pedgifts,7.5301204819277105e-6,53.133193846815836,1.417215856369789e-7,7
penthouse,1.5060240963855421e-5,53.133193846815836,2.834431712739578e-7,14
personation,7.5301204819277105e-6,53.133193846815836,1.417215856369789e-7,7
pieuse,7.5301204819277105e-6,53.133193846815836,1.417215856369789e-7,7
positiveness,1.5060240963855421e-5,53.133193846815836,2.834431712739578e-7,14
pulley,1.5060240963855421e-5,53.133193846815836,2.834431712739578e-7,14
recherché,1.5060240963855421e-5,53.133193846815836,2.834431712739578e-7,14
rifts,1.5060240963855421e-5,53.133193846815836,2.834431712739578e-7,14
spinsterhood,7.5301204819277105e-6,53.133193846815836,1.417215856369789e-7,7
stewardess,7.5301204819277105e-6,53.133193846815836,1.417215856369789e-7,7
sumptuousness,7.5301204819277105e-6,53.133193846815836,1.417215856369789e-7,7
Sybarite,1.5060240963855421e-5,53.133193846815836,2.834431712739578e-7,14
Tradition,1.5060240963855421e-5,53.133193846815836,2.834431712739578e-7,14
Tranquillity,7.5301204819277105e-6,53.133193846815836,1.417215856369789e-7,7
